compression,batchSize,linger,n_topics,fetch_time,Throughput,Latency
snappy,104788,50,3,3657,15.244444444444445,0.7027557565789491
snappy,91814,83,5,19092,18.999999999999996,0.749021834061136
snappy,11384,34,11,16295,20.089999999999996,0.8262056863616158
None,121048,39,11,6294,22.918644067796613,0.8405788538427378
None,167721,57,19,7486,32.34901960784313,0.9806008507621425
gzip,38622,17,19,14969,20.26530612244898,0.9257022805373324
gzip,222082,40,1,6356,13.180000000000001,0.6541993704092333
None,150675,23,12,11431,20.717460317460315,0.8193414634146341
gzip,180279,100,16,16678,19.304878048780495,0.8951940090560782
snappy,161771,72,11,24972,23.458823529411767,0.8680513791238512
gzip,75682,1,18,20452,20.002173913043478,0.9467272143774091
snappy,120832,21,16,21461,28.3,0.9230733944954148
gzip,170818,30,3,20513,15.48888888888889,0.6735384615384613
None,211599,5,20,8494,20.29019607843137,0.9258627627627635
None,258087,43,12,19012,23.253124999999997,0.8233326368575014
gzip,49591,47,10,2899,19.098181818181814,0.786184271754305
gzip,261639,11,1,11091,14.1,0.6382344086021505
snappy,166877,17,12,9542,17.42413793103448,0.875619602763386
gzip,153128,23,18,13736,28.287500000000005,0.9811710719530105
gzip,244632,33,20,17714,19.63269230769231,0.8692558414670216
snappy,39813,100,8,483,18.05531914893617,0.7799775465498358
None,79534,73,3,24203,19.51111111111111,0.7232374100719442
gzip,171335,61,11,10216,17.719230769230766,0.8385815096025022
gzip,24566,44,18,23848,19.519565217391303,0.8821243226012108
gzip,45037,72,13,2849,18.867647058823536,0.7963825530212078
None,13400,11,18,19153,19.153658536585368,0.8900667736757607
gzip,33360,93,6,5572,16.753846153846155,0.7596699206833438
gzip,158457,87,17,14853,25.40425531914893,0.955889697433933
gzip,115759,4,11,8768,17.950000000000003,0.809256049274088
None,84602,57,4,11500,21.799999999999997,0.7639764011799427
gzip,191313,30,19,29440,20.03505154639175,0.9013200490496648
None,243267,53,15,728,23.110256410256408,0.8674074208803212
None,106681,69,13,17606,22.099999999999998,0.8354323458767029
snappy,37584,49,2,4119,14.069565217391302,0.6678270814272642
gzip,82775,79,4,27584,15.380645161290325,0.7231985074626861
None,233815,97,3,6957,18.881481481481483,0.7544552117263843
None,38555,21,13,1565,27.268421052631584,0.9456552044609656
gzip,44608,69,13,16984,18.92941176470588,0.8032284223203525
None,16283,73,6,6148,20.71282051282051,0.7600174129353217
snappy,142757,80,17,25544,18.93103448275862,0.935718832891245
snappy,100812,97,5,16866,16.094117647058823,0.7523765182186233
snappy,56231,3,20,20701,20.180392156862744,0.9103759643916932
None,50941,46,15,12872,22.9025641025641,0.8619670289855079
gzip,86262,0,6,29748,18.615384615384617,0.7372604938271593
None,218913,7,6,19279,19.451282051282053,0.91162656641604
snappy,133675,9,17,20746,28.208695652173912,0.9314698512137793
gzip,127411,10,16,25837,20.156097560975613,0.9138413028413038
gzip,45567,12,16,5788,20.156097560975606,0.9195837988826815
snappy,101126,63,11,29123,25.358823529411765,0.8591758241758233
snappy,235054,59,9,24294,19.211764705882352,0.7792763157894721
gzip,87761,65,19,22259,19.515463917525775,0.9106253860407643
None,197559,50,6,26069,27.91666666666666,0.7711837431693997
snappy,259271,46,17,12995,19.993103448275857,0.8879422310756981
gzip,46202,49,13,22860,19.341176470588234,0.8283600000000004
snappy,220344,78,4,14953,17.42608695652174,0.727256126482213
None,47988,35,3,7725,20.54814814814815,0.7106384552177486
None,160265,39,12,25254,31.366666666666667,0.8486274987810825
snappy,104075,80,6,23921,20.76666666666667,0.7614137004701139
None,260394,83,20,7047,19.631111111111114,0.919133054892602
snappy,214306,20,17,6405,20.470454545454547,0.9139127272727275
None,165362,85,18,18824,21.214893617021275,0.9059538266919663
None,87720,84,10,26586,21.334545454545452,0.8339976459510352
snappy,238396,57,16,26147,19.67228915662651,0.9031650051564137
snappy,15841,48,8,3409,18.978723404255323,0.7612388535031847
gzip,199774,3,12,4566,20.206249999999997,0.8501730769230764
snappy,91325,90,18,19852,17.443902439024388,0.9091022618668366
gzip,254545,10,14,22538,19.791666666666664,0.8758026063625919
snappy,50032,18,10,14234,17.895833333333332,0.8169746895893018
gzip,25341,38,13,9543,19.629411764705882,0.8291760507533708
gzip,114622,8,9,6284,19.376470588235296,0.8010388692579502
gzip,35941,23,13,14133,20.21470588235295,0.846801666005554
gzip,261511,48,17,19605,19.872727272727275,0.8892048553375468
None,134932,70,7,6324,20.920930232558142,0.7522444574095674
gzip,235798,35,16,4594,20.109756097560975,0.8712473757872613
snappy,122384,28,1,6227,13.819999999999999,0.651398963730569
snappy,217494,47,3,5493,17.84444444444445,0.7056443252904383
snappy,213839,21,13,25170,26.773684210526316,0.8580444139194142
None,257118,34,4,11828,26.21,0.7377532051282064
None,262039,36,13,24200,30.689473684210526,0.8608442890442881
snappy,190936,43,6,5531,17.28421052631579,0.7423105823418906
gzip,144005,17,17,25193,19.93103448275862,0.9073364611260063
None,203093,0,16,17706,20.74390243902439,0.9811816283924801
gzip,255560,29,19,26200,20.22474226804124,0.9151836547291085
snappy,126312,17,12,6033,20.33125,0.8511741146711633
snappy,257380,69,15,23675,18.890909090909087,0.8853960216998178
gzip,64657,55,15,14335,26.023255813953487,0.8919715481171528
snappy,22504,1,12,9803,20.315624999999997,0.8771851696690421
gzip,96011,79,17,28817,25.217021276595737,0.9518549942151959
None,25830,42,16,11773,32.349999999999994,0.9298226521563883
gzip,226025,76,15,24851,25.88095238095238,0.9012277310924366
gzip,166495,73,11,16525,16.86341463414634,0.8245102040816333
None,160789,32,10,27623,21.23272727272727,0.8397844080846988
None,136868,20,19,7547,20.715463917525764,0.9250090174129351
None,17193,9,19,24229,28.032653061224487,0.9890148588410105
gzip,197593,18,19,17652,20.354639175257734,0.9303532692903594
None,85021,59,9,29584,22.83921568627451,0.8171140570285144
None,52963,98,7,9933,26.453846153846158,0.8358238308776427
snappy,41800,58,12,9730,19.499999999999996,0.814157232704403
gzip,62343,34,13,9877,19.111428571428572,0.8328377192982451
gzip,16443,8,14,11330,19.82465753424658,0.8399647058823524
None,45108,7,12,16397,20.7,0.8403556016597509
snappy,180908,4,20,3967,20.0921568627451,0.9137046601365404
None,211854,48,3,25452,20.099999999999998,0.7188624595469277
snappy,51024,0,14,9931,26.658536585365855,0.8782936507936515
gzip,4497,57,12,19808,17.786363636363635,0.8128548233046792
gzip,56242,1,5,10435,17.68,0.7813600809170591
snappy,44412,77,5,8928,16.11764705882353,0.7375013531799716
gzip,209163,12,8,13364,19.26382978723404,0.7404920212765979
None,34028,49,2,10405,19.62608695652174,0.6922076852698992
snappy,156351,21,2,26237,12.647619047619049,0.6524797421731128
snappy,147324,57,6,23385,17.034146341463416,0.7467139256458735
gzip,129590,40,4,15345,16.41935483870968,0.7126507703595005
gzip,53380,20,19,8542,20.657731958762888,0.9220961538461555
gzip,125362,81,4,10319,17.930000000000003,0.738075636942675
gzip,128032,68,7,13548,21.153846153846153,0.7538889610389602
gzip,49583,72,6,9074,20.816,0.7544264305177115
None,27825,48,2,2123,20.216666666666665,0.6855534246575342
None,197591,24,9,19330,27.038709677419355,0.9666430976430984
None,183413,47,17,16196,23.19540229885057,0.9006419505678036
snappy,63089,39,6,26584,17.831578947368417,0.7329506249999997
snappy,103100,98,6,5016,20.283333333333328,0.7771510989010975
gzip,37758,75,14,20155,25.21951219512195,0.8723117723156518
None,46930,89,2,13033,21.175,0.7158559160305347
None,154667,63,1,2962,18.96,0.6879663865546213
None,170346,27,11,9220,27.805714285714288,0.9253785966683501
snappy,230189,1,9,18138,19.968627450980392,0.7512345679012342
gzip,153504,62,9,2244,18.775999999999996,0.7769409113670489
snappy,172991,5,13,542,20.079411764705878,0.8230205314009676
gzip,161566,69,7,5816,17.167441860465114,0.7403255014326647
None,181746,66,16,12917,31.062222222222218,0.9233586956521747
snappy,149195,37,9,8663,19.076,0.7996813353566008
None,29605,4,1,19740,18.485714285714284,0.7566245989304822
snappy,233197,75,8,16588,18.174468085106383,0.7573926673751321
snappy,80538,78,20,7103,18.862499999999997,0.9706234652114599
None,190653,94,16,12183,21.454545454545453,0.9427576003242821
None,175718,3,10,14256,20.57818181818182,0.9125431924882625
gzip,70992,0,17,17399,20.35632183908046,0.9232424343199214
None,220493,7,9,21022,20.273076923076925,0.9961892025755315
snappy,116454,21,3,20008,16.148148148148145,0.7125282392026573
None,94817,81,6,26840,26.13333333333333,0.7807436946148608
snappy,161120,78,3,10511,16.61111111111111,0.7149781659388648
gzip,41231,44,2,5930,14.544444444444443,0.669718363463368
None,20624,92,2,6573,16.944,0.7282038745387462
snappy,36278,43,10,24085,19.232727272727278,0.8097893258426969
None,132521,90,18,15383,21.96304347826087,0.9220249280920435
snappy,104725,3,2,27240,13.170000000000002,0.6466763901549698
gzip,24041,99,18,16776,19.067391304347826,0.9182293114339848
gzip,128930,87,14,3931,25.299999999999997,0.8953494342906861
None,98377,62,16,14537,23.014634146341464,0.9096151214505646
None,110479,4,18,19947,20.267391304347825,0.9300281509916802
gzip,241841,46,16,3764,26.48444444444444,0.9062341463414654
gzip,261887,64,10,25621,19.29454545454545,0.7996477695167284
snappy,245556,66,12,8319,25.955555555555552,0.8484166666666673
snappy,50748,17,17,16755,20.15862068965517,0.9163979591836768
gzip,210913,63,13,7506,25.564102564102566,0.8341469912723939
gzip,125490,27,1,8625,14.228571428571431,0.6488103813559325
gzip,130582,13,13,14959,20.044117647058822,0.8481369808306706
snappy,119148,6,18,12294,20.17173913043478,0.907076532232455
None,260872,33,19,27323,22.171134020618556,0.8830061595318782
None,142276,11,17,11249,20.51724137931035,0.9400619973190327
gzip,224730,45,2,2046,16.425,0.6679590085795996
gzip,188598,53,13,14728,19.49855072463768,0.8286760173844323
None,25087,96,12,3528,29.238888888888887,0.8668699705593731
snappy,159013,97,1,23413,13.214285714285712,0.6839852786540475
snappy,246671,79,17,10625,19.470454545454547,0.8987323066841405
None,181212,28,13,23392,27.558974358974364,0.9073362790697689
gzip,256832,41,15,11193,19.415584415584416,0.856910447761196
snappy,240944,11,17,23514,18.787012987012986,0.8991421017845308
snappy,139400,15,1,26807,13.95,0.6396718587746617
snappy,106941,59,10,10048,19.00357142857143,0.8231014698909438
gzip,253684,88,4,23635,18.270000000000003,0.7314208037825068
snappy,10637,94,15,17015,18.867532467532467,0.8711620538965763
None,160563,89,8,8808,21.948936170212765,0.8036573830793481
gzip,115989,91,7,24169,21.85925925925926,0.7696415816326525
None,107422,45,17,16152,22.5448275862069,0.9249757313829797
None,26058,19,1,3030,16.95,0.7682226804123725
gzip,62858,51,16,26329,26.90454545454546,0.8976809991809991
snappy,57320,82,16,21560,25.349999999999998,0.9384397446129291
snappy,209815,58,12,12205,25.162162162162158,0.8351437591063636
None,116362,87,20,3098,21.56831683168317,0.9211968851013799
snappy,217443,80,16,18856,25.995454545454546,0.9134632471728588
None,10744,35,5,1435,21.505882352941175,0.7460759919300599
None,175544,74,7,22922,20.609302325581396,0.7608461538461555
None,180551,64,10,18349,30.443749999999998,0.8648905419766202
gzip,164455,17,13,29072,20.27941176470588,0.8354637623762381
gzip,203226,88,6,25872,16.743589743589745,0.7596495037220832
snappy,164442,7,20,3181,27.64727272727272,0.954488298987076
snappy,161232,84,7,26452,17.902325581395345,0.7567353616532734
None,250017,23,17,4688,21.310344827586203,0.9920242122719738
None,30350,69,8,12622,21.561702127659576,0.7933909287257005
gzip,17965,75,14,3647,18.9945945945946,0.8505778454510848
snappy,226725,35,13,25894,20.167647058823526,0.8268276416231414
None,80607,70,8,16013,27.49285714285715,0.8129456849728423
snappy,107596,32,6,20032,18.60512820512821,0.7381747512437801
gzip,186127,86,15,12663,19.356410256410257,0.8726179935737232
None,238858,65,7,10628,22.03333333333334,0.7581337987201868
None,29959,35,5,23842,21.652941176470588,0.7491184032476319
gzip,122683,66,14,12128,19.838356164383566,0.8314488549618337
gzip,135122,76,3,462,14.511111111111111,0.7091977217249787
None,156932,98,18,26690,21.374468085106386,0.9252570167139685
None,104820,66,7,14656,28.43076923076923,0.8201534526854226
snappy,230464,97,10,6982,23.537499999999998,0.8497299270072995
gzip,127965,20,5,6197,17.994285714285716,0.7191280323450133
snappy,68810,10,9,11057,18.167567567567566,0.788193300384403
snappy,170644,95,9,3266,16.448648648648646,0.8422132886655513
snappy,181760,46,7,8236,17.799999999999997,0.7422011661807576
snappy,256219,2,1,26442,14.828571428571431,0.6477223404255327
None,58540,85,19,20246,21.391752577319583,0.9534210048426162
snappy,89593,21,8,21605,19.295833333333334,0.7733037705788621
gzip,6538,92,12,25078,24.427777777777777,0.8154934624697334
gzip,24672,95,2,13193,15.18823529411765,0.6971544256120528
gzip,161666,45,15,19644,26.552380952380954,0.882947782842936
snappy,134689,19,16,28727,26.933333333333334,0.9398821170809947
None,33871,59,7,3506,27.65384615384615,0.768156595191683
snappy,115187,65,17,4489,19.46896551724138,0.9226503311258284
None,73635,11,5,4471,19.377142857142857,0.8554159999999995
snappy,42489,87,12,1924,18.803125000000005,0.826525646460366
snappy,228767,75,2,27177,13.641666666666667,0.6708794197642792
snappy,6950,11,18,11548,27.8875,0.9220223935389145
snappy,244476,29,18,12997,28.154166666666665,0.95831544117647
snappy,10499,76,15,13518,18.992307692307698,0.8835005385996424
gzip,228795,16,5,9944,17.302857142857146,0.7107249657064474
gzip,101883,27,5,868,17.462857142857143,0.7203941055517488
snappy,210982,70,1,9493,13.02857142857143,0.6569488272921106
gzip,124001,4,2,14290,16.375,0.6442230769230773
snappy,86347,3,3,6234,16.880000000000003,0.6881737991266377
None,80443,79,9,8713,20.33207547169811,0.8190120724346075
None,134271,16,18,4569,20.849462365591396,0.8741612492033117
gzip,63656,22,7,28939,23.31111111111111,0.7466977186311793
snappy,189823,95,15,14874,19.184615384615384,0.8737567180222147
snappy,102892,15,16,2451,20.03902439024391,0.8989626556016596
gzip,81686,78,20,6596,19.050980392156855,0.9055346998535844
gzip,11968,56,3,17227,17.1,0.7095203816131835
None,181216,64,1,29276,19.27,0.6926532091097306
gzip,17314,71,13,17981,18.79705882352941,0.8376200485044449
snappy,197329,26,15,13346,27.07906976744185,0.9026205615194084
None,213909,65,20,706,22.876470588235296,0.9492808460634563
gzip,233999,10,20,7527,20.380392156862744,0.9053096522781757
None,130316,73,16,6045,21.766265060240965,0.8742788858321872
snappy,112032,72,5,26337,19.363636363636367,0.7378630735615448
snappy,63621,58,7,24061,18.65581395348837,0.7504928530588896
gzip,138721,89,18,218,19.180645161290325,0.908125117887458
None,13462,45,11,20628,30.952941176470592,0.8917102102102118
None,84341,45,9,12127,22.498039215686276,0.7768213041314093
snappy,43697,96,7,27561,17.539534883720933,0.7667508551881395
gzip,225154,71,3,3186,14.444444444444446,0.7090872756933109
gzip,220506,94,19,2532,26.231372549019607,0.9648102473498255
snappy,115263,47,3,5444,15.133333333333333,0.7011061224489797
None,43783,59,19,13643,22.713402061855675,0.9220107791807822
snappy,121382,8,7,1593,18.9906976744186,0.7234559164733172
gzip,124488,91,15,22075,18.763636363636365,0.891497251740564
None,32614,50,17,29146,30.868085106382978,0.9457546728971948
snappy,16467,80,4,8732,15.567741935483873,0.725336552748887
None,88796,80,17,23114,21.643678160919542,0.9383125832223685
None,67089,26,12,834,27.038888888888888,0.8763502191914274
gzip,123439,34,13,20168,25.71794871794872,0.8632437325905292
None,141308,66,5,13990,21.71428571428572,0.7669830508474582
None,83117,45,1,25112,19.229999999999997,0.6781804979253122
gzip,81123,56,5,22673,16.96,0.7395676037483266
snappy,139057,63,3,10631,15.23703703703704,0.7018098307816291
None,177053,61,15,9135,21.907246376811592,0.8745905342416646
gzip,215116,37,12,29967,19.609375,0.7894822546972858
gzip,76279,57,9,25081,18.745098039215684,0.7759881246907468
snappy,68680,16,10,1136,19.680000000000003,0.8218017848755296
snappy,205402,70,13,21054,18.614492753623185,0.8277134410721317
gzip,22554,86,14,10710,18.967123287671235,0.8629763449065239
snappy,130009,64,16,10504,19.226190476190478,0.9019653532608694
snappy,148670,36,20,24886,20.058823529411764,0.9003676685147355
None,199963,62,18,18949,22.893478260869564,0.9262301612393312
None,147900,5,1,5772,14.258823529411766,0.7275969072164963
None,136488,16,4,28044,22.259999999999998,0.8886195393169182
snappy,88405,34,20,5164,28.66153846153846,0.9118109777015424
gzip,7814,26,7,12562,21.882758620689653,0.7852321428571435
gzip,84328,33,6,27774,15.020689655172413,0.7457221458046787
snappy,129035,63,2,11739,14.475,0.6744290909090903
gzip,216880,76,15,15051,19.0,0.8679769652650843
gzip,207669,72,10,5874,18.74545454545455,0.7912043314500952
snappy,34659,11,9,23533,19.79607843137255,0.7771491712707184
snappy,75646,100,11,7609,18.84333333333333,0.855364690147124
snappy,116389,22,17,15444,20.439080459770114,0.9411566622691306
snappy,251633,36,3,21190,15.892857142857144,0.6947339300244109
None,167445,79,1,4974,17.69,0.6828297435897448
gzip,132913,17,18,25802,19.936666666666667,0.968675474506887
snappy,251023,30,7,18087,23.753846153846155,0.7513204068658623
None,185462,39,17,27593,32.23478260869565,0.9684818713450303
gzip,14255,61,11,19763,24.78235294117647,0.8610965174129368
gzip,104141,92,11,18237,24.114285714285717,0.8455651105651115
None,256526,81,2,8822,17.90434782608696,0.7014308118081172
gzip,165637,50,3,9357,15.528571428571427,0.7035321923390389
snappy,64773,81,19,1380,19.03505154639175,0.9134283110571082
gzip,112578,62,15,954,19.546153846153846,0.8675043041606874
snappy,18631,17,6,27219,18.152631578947364,0.7317179644389952
gzip,5813,35,1,10838,13.129999999999999,0.6489917695473244
None,131629,13,13,19920,20.857971014492755,0.9466115569823432
None,100688,93,19,24639,21.71428571428572,0.9511640483383705
None,238236,87,18,4669,22.098305084745764,0.9521620727673638
None,104311,36,20,11421,22.74509803921569,0.9317861967694566
snappy,145786,23,1,16037,13.77,0.6450030769230762
None,106287,68,7,19313,20.78666666666667,0.7494349593495937
snappy,204094,1,12,12823,18.939285714285717,0.8857871434653044
gzip,112762,86,13,4805,18.457971014492752,0.8270772889417373
snappy,19438,25,7,21896,18.6093023255814,0.7526441159749844
snappy,59198,57,20,24057,19.91960784313726,0.9254516034127707
snappy,248613,61,13,13209,25.136842105263156,0.85594029170465
gzip,201954,72,1,5091,12.370000000000001,0.6626293634496919
None,59024,3,10,11040,20.367272727272724,1.0170028517110288
gzip,258830,99,7,25226,17.276190476190475,0.7854819557625156
gzip,227755,93,6,28381,16.599999999999998,0.7687403486924035
snappy,108684,16,20,2556,20.46990291262136,0.8947374368123687
snappy,83900,36,10,2237,19.727272727272727,0.8107429906542063
gzip,86580,50,10,5795,25.106249999999996,0.8090748829953187
snappy,32547,66,10,28233,18.956363636363633,0.8222762535477744
snappy,69340,98,11,29827,23.93142857142857,0.8898884501480746
None,166443,76,13,11009,22.07246376811595,0.8363770816812053
snappy,14702,34,5,21807,17.81714285714286,0.7351444892473117
gzip,138351,27,13,1699,25.989473684210527,0.8533274336283181
None,119016,26,10,8393,21.089285714285715,0.8807287259050316
gzip,227598,14,1,12969,13.114285714285714,0.6402809917355373
None,116090,8,6,2164,19.22105263157895,0.9081914232442506
None,67760,55,12,23593,23.334374999999998,0.8223425460636519
gzip,230995,87,15,19469,18.80256410256411,0.8691816527120506
snappy,59534,13,19,11374,19.947916666666668,0.9292901813633511
gzip,115174,86,2,21139,13.6,0.6819360360360358
None,74316,40,12,9143,29.378947368421056,0.8919439571150107
gzip,164402,92,2,17153,13.533333333333333,0.6914945355191262
None,172782,12,16,9597,28.126086956521732,0.9960866267465068
snappy,245252,21,12,16234,20.346875,0.8338899662731868
None,226959,22,4,11934,19.051612903225806,0.9013995568685368
snappy,201638,69,16,4402,25.91363636363636,0.9230407673860891
gzip,92072,49,6,2610,21.592,0.7541085637221839
None,182800,42,20,248,22.758823529411767,0.9028613074204945
snappy,63971,76,8,23868,18.170212765957448,0.764056854410202
gzip,162968,96,11,15971,18.753333333333334,0.8337559158632781
snappy,233122,66,19,11068,19.771134020618558,0.9419225568531039
snappy,222754,49,9,15990,24.239999999999995,0.7912883939038688
snappy,11964,34,6,9243,16.21818181818182,0.7351736334405145
snappy,142315,21,4,28356,14.475000000000001,0.7124435483870964
snappy,25667,35,7,25075,19.03333333333334,0.7451513002364063
None,63567,55,19,14004,31.733333333333334,1.002681921331321
None,158092,78,10,27256,20.95925925925926,0.8399215686274504
gzip,167214,47,15,7938,17.593939393939394,0.8666579654510558
gzip,37191,34,16,14291,27.814634146341465,0.9086973113616653
None,188621,8,17,429,18.267567567567568,0.9057768115942038
gzip,138634,96,10,11470,16.935135135135134,0.8305527034407422
snappy,150313,52,11,26295,18.642105263157898,0.8426154216867477
gzip,106318,93,1,16540,12.61,0.674427377220481
None,131006,78,10,17149,20.259459459459457,0.8688131997642894
gzip,180412,15,1,8033,13.030000000000001,0.6383976670201494
gzip,234630,83,19,23365,18.235164835164838,0.9510350208044384
None,245931,70,8,19589,20.472727272727273,0.777124703087885
snappy,40555,4,17,27632,19.673170731707316,0.9509775750665148
gzip,57529,36,13,14979,25.35428571428571,0.8804480932203401
gzip,188420,58,2,971,12.32,0.6733422053231938
snappy,58772,67,5,6582,20.019047619047615,0.7370896825396824
None,144654,13,8,13025,25.933333333333334,0.8751484168865419
None,159997,35,3,2223,20.39230769230769,0.717829914529916
snappy,93777,88,13,2026,18.895384615384614,0.847691837625492
snappy,59194,99,5,25377,19.580952380952375,0.7624875000000004
None,224316,45,9,9415,22.2375,0.7857733711048154
gzip,121744,54,5,26844,17.070588235294117,0.7297274725274718
snappy,71403,60,5,1490,20.219047619047622,0.7358455349959768
snappy,97910,73,17,22669,26.155,0.9726333182435477
gzip,228494,48,15,26038,19.219444444444445,0.885263223656809
None,135738,71,6,21630,20.177777777777777,0.7543312757201642
None,146487,57,20,15708,31.523404255319157,1.0153547985043618
None,226216,39,8,12719,28.56923076923077,0.787809427609427
gzip,104022,85,12,3651,18.466666666666672,0.8124892996108966
snappy,206092,15,16,8542,19.671052631578945,0.9453713368125269
None,188396,7,19,11447,19.80888888888889,1.0335917414721734
gzip,235299,6,4,24477,16.46206896551724,0.6907622047244102
None,244388,24,6,3419,19.666666666666668,0.7258028945554776
snappy,175714,69,13,16340,25.15294117647059,0.8672180293501066
None,140151,65,3,15764,24.847058823529412,0.7333679417122033
gzip,95823,81,17,26838,25.35609756097561,0.9789246935201383
gzip,141521,30,2,7289,14.200000000000001,0.6397977207977199
gzip,218751,90,10,20975,18.073076923076925,0.8018660806618413
snappy,70343,95,6,3181,16.794594594594592,0.7614739688979043
snappy,27221,68,15,19738,18.88421052631579,0.8731827626010008
None,204753,91,5,11574,18.379310344827587,0.7779140401146126
snappy,25196,20,15,20675,20.336,0.8967703367385514
gzip,214808,5,6,29277,17.329729729729735,0.7574744376278123
None,88284,7,4,26225,18.673333333333336,0.8387375389408095
None,193446,46,5,22345,19.807692307692307,0.773887480190173
None,251583,59,18,10635,31.075,0.9428315707011373
snappy,122592,83,10,16020,16.724324324324325,0.8670897666068225
None,131729,72,10,12567,28.032258064516128,0.8556527777777774
None,122030,79,17,18015,21.031707317073174,0.9573244330651044
gzip,160639,9,7,24502,18.29756097560976,0.9231286624203805
None,18259,17,6,28763,18.493750000000002,0.8692486263736278
None,59878,55,1,19314,18.599999999999998,0.6742962962962982
gzip,239270,59,7,20782,17.81,0.7561913814955623
gzip,12069,56,5,5775,16.884848484848487,0.7246695715323179
None,57855,53,10,15289,21.97254901960784,0.8386520822351083
snappy,117531,79,14,26101,18.441176470588232,0.8671281276962897
snappy,9519,42,19,7626,19.035555555555558,0.9001314204746735
snappy,201402,14,12,6739,19.813333333333333,0.9088280435812405
snappy,252990,74,5,23320,16.35151515151515,0.7259549745824251
snappy,70252,20,2,12003,14.747826086956522,0.6443589743589752
None,27765,98,9,23262,27.237037037037037,0.8665376344086027
None,138469,66,3,18759,18.88695652173913,0.6990427350427341
None,17402,84,7,10919,20.905,0.7724186495176849
None,177310,49,9,12245,22.775510204081634,0.7865871607515652
gzip,16860,2,12,29080,18.139285714285712,0.855782023447676
None,126425,64,18,1879,21.561363636363637,0.917449074074075
None,41961,19,9,3551,20.43333333333333,0.8757199999999981
gzip,128071,5,3,13852,15.76923076923077,0.653087628865979
None,84449,3,2,4366,17.530434782608694,0.657308935361217
gzip,11343,7,2,3963,14.57391304347826,0.643505223171889
gzip,174740,86,8,15711,17.78181818181818,0.7725465801886787
gzip,244436,70,14,14886,24.545945945945945,0.8966105476673434
snappy,219097,9,9,26739,19.816666666666666,0.7768603104212879
None,123903,1,20,18401,19.55106382978723,1.0353301104972383
snappy,121330,18,7,25610,18.545,0.7674236858771383
None,25636,26,13,14600,20.528125000000003,0.949310487580497
snappy,98930,46,8,28377,18.486363636363638,0.766950771055753
None,7262,96,18,14069,29.81904761904762,1.0048617251842233
None,161591,43,8,2764,21.663636363636364,0.7722379821958466
None,158566,82,8,11882,21.304545454545455,0.8124671052631575
snappy,59038,81,15,25945,16.659574468085104,0.9271322957198448
snappy,15626,23,3,16285,15.653846153846152,0.6854186046511643
gzip,250309,68,17,20675,18.55555555555556,0.92208261359369
snappy,174797,41,4,18158,16.66,0.7092815457413255
gzip,93791,79,5,28352,19.520000000000003,0.7398806682577567
None,57107,68,15,13525,21.142465753424663,0.8878574363188162
None,101565,33,7,3204,21.27,0.7469056364787832
snappy,187802,3,9,26512,25.142857142857142,0.7688187539332908
snappy,219946,71,6,13533,17.1027027027027,0.7174766101694913
gzip,15287,44,13,24757,19.115625,0.8414371609403263
snappy,198290,79,11,5193,16.759183673469387,0.8555368893320038
gzip,160870,51,12,16915,18.743333333333336,0.7962772230147411
snappy,131487,79,13,16074,24.8,0.875929319371728
None,228578,32,3,6080,18.907692307692308,0.7068544358311788
snappy,191634,72,7,29930,16.965,0.7429219543147195
snappy,215684,28,16,8416,19.942857142857143,0.9248024544734765
snappy,7096,54,14,2168,19.291176470588237,0.8700997830802584
snappy,118601,8,7,19746,18.473170731707317,0.726671310956301
gzip,251958,76,20,6773,18.248936170212772,0.9387514510071691
None,117701,23,15,7109,29.335135135135133,1.0021166747690804
gzip,198096,88,16,23398,18.953246753246756,0.895362509391437
None,33334,85,10,2215,27.9,0.8701385964912269
None,146130,15,10,10153,19.905660377358487,0.9110289928789406
snappy,244949,29,7,24044,23.65833333333333,0.7821514305652484
snappy,138603,9,8,15056,18.736363636363635,0.7597801169590641
snappy,152881,61,20,10214,19.569387755102046,0.9507217086388285
snappy,106129,57,11,7881,24.693749999999994,0.8859774901519415
snappy,201890,48,18,16516,19.163218390804595,0.9297191129883837
snappy,140484,18,2,24275,11.621052631578948,0.6566370887337986
snappy,59675,54,15,12104,25.625641025641023,0.9193349012229536
snappy,22205,57,20,25822,26.45490196078432,0.9694869731800763
gzip,16483,49,5,22029,17.084848484848482,0.7249636363636351
gzip,95249,68,8,22891,17.754545454545454,0.7589063604240278
snappy,212136,60,2,13072,14.504347826086954,0.6548449248120295
None,217528,25,7,24555,19.98048780487805,0.836994535519125
snappy,101060,37,14,18443,25.9,0.8839020979020981
gzip,238621,58,4,3942,15.660000000000004,0.7291589147286827
snappy,184961,44,15,21402,19.134246575342466,0.8713080664775043
None,110464,8,14,24425,19.891176470588235,1.0415587719298254
gzip,184581,58,8,25745,18.509090909090904,0.7878202846975086
gzip,76584,83,4,8462,15.372413793103451,0.7230370370370391
gzip,239504,2,14,21605,19.600000000000005,1.0085594102341722
gzip,242039,99,13,17919,18.671875,0.8644930274403956
None,257810,43,17,24038,31.50243902439024,0.9738602054488609
snappy,121606,20,20,13975,19.31578947368421,0.9336881461061329
None,160637,25,7,22256,20.07142857142857,0.8961268115942045
None,175641,29,6,503,20.326315789473686,0.8549635890767242
None,178924,54,7,22580,28.353846153846153,0.7717289972899725
None,155110,64,9,4907,22.727999999999998,0.7896351136964576
